author_id,Author_Name,Profile_Link
271,Professor Dr. M. Abu Misir,https://www.wafilife.com/cat/books/author/professor-dr-m-abu-misir
272,Professor Dr. M. Abul Kashem Mojumdar,https://www.wafilife.com/cat/books/author/professor-dr-m-abul-kashem-mojumdar
273,Professor Dr. Md. Fazlul Haque,https://www.wafilife.com/cat/books/author/professor-dr-md-fazlul-haque
274,Professor Dr. Mir Mahfuzul Haque,https://www.wafilife.com/cat/books/author/professor-dr-mir-mahfuzul-haque
275,Professor Haradhan Nag,https://www.wafilife.com/cat/books/author/professor-haradhan-nag
276,Professor Kazi Nurul Islam,https://www.wafilife.com/cat/books/author/professor-kazi-nurul-islam
277,Professor M Mofizar Rahman,https://www.wafilife.com/cat/books/author/professor-m-mofizar-rahman
278,Professor Mafizur Rahman,https://www.wafilife.com/cat/books/author/professor-mafizur-rahman
279,Professor Md. Elias Hossain,https://www.wafilife.com/cat/books/author/professor-md-elias-hossain
280,Professor Muhammad Nurul Haq,https://www.wafilife.com/cat/books/author/professor-muhammad-nurul-haq
281,Professor Muhammad Zulfiqar,https://www.wafilife.com/cat/books/author/muhammed-zulfiqa
282,Professor Muhamoud Esma,https://www.wafilife.com/cat/books/author/professor-muhamoud-esma
283,Qari Muhammad Idrees,https://www.wafilife.com/cat/books/author/qari-muhammad-idrees
284,Quazi Mostain Billah,https://www.wafilife.com/cat/books/author/quazi-mostain-billah
285,R. C. Paul,https://www.wafilife.com/cat/books/author/r-c-paul
286,Raana Haider,https://www.wafilife.com/cat/books/author/raana-haider
287,Rafiq Md. Jahangir Alam,https://www.wafilife.com/cat/books/author/rafiq-md-jahangir-alam
288,Ragib Noor,https://www.wafilife.com/cat/books/author/ragib-noor
289,Rahim M. Quazi,https://www.wafilife.com/cat/books/author/rahim-m-quazi
290,Rahima Karim,https://www.wafilife.com/cat/books/author/rahima-karim
291,Rahman M Mahbub,https://www.wafilife.com/cat/books/author/rahman-m-mahbub
292,Raihan Ali,https://www.wafilife.com/cat/books/author/raihan-ali
293,Raisuddin Ahmed,https://www.wafilife.com/cat/books/author/raisuddin-ahmed
294,Rajib Chatterjee,https://www.wafilife.com/cat/books/author/rajib-chatterjee
295,Rakib Mahadi,https://www.wafilife.com/cat/books/author/rakib-mahadi
296,Rakib Uddin Ahmed,https://www.wafilife.com/cat/books/author/rakib-uddin-ahmed
297,Ranabir Samaddar,https://www.wafilife.com/cat/books/author/ranabir-samaddar
298,Rashidul Hassan Bachchu,https://www.wafilife.com/cat/books/author/rashidul-hassan-bachchu
299,Raunaq Jahan,https://www.wafilife.com/cat/books/author/raunaq-jahan
300,Raymond J. Manderola,https://www.wafilife.com/cat/books/author/raymond-j-manderola
301,Rezaqul Haider,https://www.wafilife.com/cat/books/author/rezaqul-haider
302,Rezoanul Hoque Shuvo,https://www.wafilife.com/cat/books/author/rezoanul-hoque-shuvo
303,Riaz Uddin-1,https://www.wafilife.com/cat/books/author/riaz-uddin-1
304,Rick Gregory,https://www.wafilife.com/cat/books/author/rick-gregory
305,Rita Afsar (,https://www.wafilife.com/cat/books/author/rita-afsar
306,Roger Moody,https://www.wafilife.com/cat/books/author/roger-moody-author
307,Rudabeh Shahid,https://www.wafilife.com/cat/books/author/rudabeh-shahid
308,Ruhul Amin,https://www.wafilife.com/cat/books/author/ruhul-amin
309,Ruhul Amin (Golpokar),https://www.wafilife.com/cat/books/author/ruhul-amin-golpokar
